"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"RSAD1",-0.122937043187761,8.67633242978067,-2.18317381759999,0.0304113328230225,0.0426497131131059,-4.93004691945686,"Not Sig"
"RPL13P5",-0.181279085839682,9.24123593096463,-2.18282915457422,0.030437168022404,0.0426817659667998,-4.93077940410333,"Not Sig"
"RSG1",0.0905636457832557,7.08171702679586,2.18271849869437,0.0304454665821957,0.0426892234808409,-4.93101454899259,"Not Sig"
"BAHD1",-0.0771143068020788,7.22085818160185,-2.18108986146619,0.0305678320934415,0.0428557203562844,-4.934474117511,"Not Sig"
"EPB41L5",0.170794002173973,7.93120551743193,2.18105089810713,0.0305707647664001,0.0428557203562844,-4.93455685401625,"Not Sig"
"DLG1",0.0589923314801011,7.13392045567793,2.18101872517181,0.0305731865252052,0.0428557203562844,-4.93462517038554,"Not Sig"
"JAKMIP2",0.114305130039322,6.74468987125304,2.18064824581108,0.0306010856621654,0.0428906301926993,-4.93541178179188,"Not Sig"
"C1orf132",-0.0914263709753689,7.17836484238182,-2.1805356070795,0.0306095723512083,0.0428983272785085,-4.93565091425026,"Not Sig"
"RTN4",0.362204234339478,9.10217104099259,2.18029152911775,0.0306279692380639,0.0429199103215722,-4.93616905265973,"Not Sig"
"GZMM",-0.0797391083699406,6.88362900598012,-2.18002924778598,0.0306477488455649,0.0429434266009613,-4.9367257728342,"Not Sig"
"ACTA2",0.281917881138121,11.5540081872462,2.17972675282399,0.0306705748544025,0.0429712064599049,-4.93736777217432,"Not Sig"
"STRADA",0.115891641002802,9.38187439802172,2.17961771621193,0.0306788062739225,0.042978535041216,-4.93759916508866,"Not Sig"
"TREM2",0.075772422484877,7.11590159176179,2.17940708667491,0.0306947125922963,0.0429966130522699,-4.93804612327298,"Not Sig"
"SFPQ",0.105078266273072,8.17075810378571,2.17920791671332,0.0307097600788034,0.0430134846087131,-4.93846872657662,"Not Sig"
"PARP16",-0.123306023791411,7.81352277876647,-2.17870788245744,0.0307475663257807,0.0430622267022741,-4.93952954971265,"Not Sig"
"HCG27",0.0673488805137081,6.83911644745243,2.17845473789254,0.0307667212751473,0.0430848405185701,-4.94006650845271,"Not Sig"
"PRSS3",0.303697434198808,7.46258794561698,2.17839209161625,0.0307714631905665,0.0430872682841415,-4.94019938178666,"Not Sig"
"SLC27A4",-0.106897523021151,6.96767468667047,-2.17780391481571,0.0308160152328606,0.0431446215853353,-4.94144673418224,"Not Sig"
"C6orf203",0.104131381502562,7.85250394125571,2.1777718252897,0.0308184474928134,0.0431446215853353,-4.94151477760476,"Not Sig"
"TSPAN8",0.538196664667025,11.179154638831,2.17747855726329,0.030840683762323,0.0431715318146747,-4.94213658647512,"Not Sig"
"TNKS2",-0.0887007446244894,6.96113333065575,-2.1772002850005,0.0308617958663603,0.0431968633043955,-4.94272652704884,"Not Sig"
"HSD17B14",0.395661859470854,8.38673141629631,2.17625235545988,0.0309338078576839,0.0432934268072705,-4.94473561452162,"Not Sig"
"RGS12",0.220289458277946,9.14621001072813,2.17582667294787,0.0309661932851245,0.0433345174814694,-4.94563755754645,"Not Sig"
"CEACAM1",-0.277416620254979,11.3832546507056,-2.17482883830957,0.0310422224879128,0.0434366698607244,-4.94775113236009,"Not Sig"
"C9orf66",-0.184654444589469,7.12791418682979,-2.17466245820068,0.0310549153972557,0.0434501859172504,-4.94810346317288,"Not Sig"
"PGM2",-0.183678487804166,8.11274615345542,-2.17423106351847,0.0310878468391502,0.0434920131155644,-4.94901687704645,"Not Sig"
"HLA-DOA",-0.195371184839399,7.85872771057701,-2.17418617194512,0.0310912754705254,0.0434925616333953,-4.94911191841812,"Not Sig"
"UBE2F",0.10123789301624,10.4177258538409,2.17331296738836,0.0311580323553907,0.0435816892017833,-4.95096023859528,"Not Sig"
"CHM",0.12952227543396,8.87708304115812,2.17312378811976,0.0311725115416037,0.0435976840943648,-4.95136058363495,"Not Sig"
"PCGF3",-0.11944074039441,7.49742139765745,-2.17302927624779,0.0311797473650095,0.0436026905447674,-4.95156057925594,"Not Sig"
"SEMA5A",-0.1514206731247,7.46173642892577,-2.17299751071824,0.0311821796585947,0.0436026905447674,-4.95162779612763,"Not Sig"
"VAC14",0.124868761212565,7.97592264288478,2.17283259356388,0.0311948100419673,0.0436160937359525,-4.95197675115131,"Not Sig"
"F8",-0.124468032836272,7.51149746045438,-2.17193135219152,0.0312639109931396,0.0437084428652746,-4.95388328289668,"Not Sig"
"TXNL4B",-0.0965049966215465,7.48537411643659,-2.17159524883412,0.0312897149758985,0.0437402486433529,-4.95459410163398,"Not Sig"
"ACO2",0.169637329494435,8.94846105070569,2.16943263924965,0.0314561884316293,0.0439686724803578,-4.95916527765869,"Not Sig"
"SNORD69",-0.156549450161931,7.54073856843267,-2.16927667924595,0.0314682235073362,0.0439812027025347,-4.9594947688148,"Not Sig"
"FAM103A1",0.168871759322244,9.08343399414158,2.16876478274907,0.0315077533959195,0.0440321545409069,-4.96057607699898,"Not Sig"
"FCER1A",-0.177953283510123,7.29173323645236,-2.16739162594118,0.0316140042150896,0.0441763299875833,-4.96347548306813,"Not Sig"
"HS2ST1",0.121475782711172,7.91032267037928,2.16723318649866,0.0316262837189569,0.044189177807689,-4.96380991457466,"Not Sig"
"CORO1A",-0.219744136180303,7.94124632990534,-2.1667665110943,0.0316624763630001,0.0442354320081204,-4.9647948314572,"Not Sig"
"TMEM204",-0.149763076060079,7.53232914580003,-2.16452115864242,0.0318371143412984,0.0444750793631539,-4.96953083695647,"Not Sig"
"RELL1",0.169908755237868,8.30933226248724,2.16329956212881,0.0319324766240049,0.0446039460391673,-4.97210553721326,"Not Sig"
"TBC1D10B",-0.0912573344440721,7.76685932767878,-2.16266177023536,0.0319823630809459,0.0446684487310679,-4.97344923447529,"Not Sig"
"RAB11FIP3",-0.190829813242223,9.7333855906051,-2.16262945940635,0.0319848921445111,0.0446684487310679,-4.97351729682305,"Not Sig"
"EPS8L2",-0.0638000294095988,7.08711082836945,-2.16253762499617,0.0319920812381822,0.0446741327458793,-4.97371073958263,"Not Sig"
"C16orf89",-0.0816766835075668,6.86398796940482,-2.16209938433814,0.032026407379345,0.0447177064626983,-4.97463375589301,"Not Sig"
"RASSF1",0.130083082833266,8.32701100992561,2.1612471180523,0.0320932541781212,0.0448044254953998,-4.97642828066202,"Not Sig"
"ACADM",-0.245376307721392,10.336314073696,-2.16122779659235,0.032094771038386,0.0448044254953998,-4.9764689560112,"Not Sig"
"RP2",0.119511729909595,7.0474237276921,2.16103586837249,0.0321098420186922,0.0448210961147772,-4.97687298275661,"Not Sig"
"APBB1",-0.0688730806862603,6.87731966888581,-2.16094484358793,0.0321169917921491,0.0448267076046533,-4.9770645865286,"Not Sig"
"IFI16",-0.245931433150048,8.22161174797611,-2.16084111954731,0.0321251407390693,0.0448324138016915,-4.97728291245718,"Not Sig"
"YIPF2",-0.0686960370121508,7.40058848357526,-2.1608131261618,0.0321273403100301,0.0448324138016915,-4.97734183327934,"Not Sig"
"CFAP20",-0.126419407759778,9.45278637572975,-2.16010783168593,0.0321828015779135,0.0449054327326308,-4.9788261075728,"Not Sig"
"PNKD",0.193687963695128,10.4224610326621,2.15946154679538,0.032233695253247,0.0449720647878684,-4.9801857953786,"Not Sig"
"MARCH5",-0.113944033854983,8.17895689126958,-2.15910903207261,0.0322614844172222,0.045006451865966,-4.98092727203629,"Not Sig"
"UBE4B",0.176238239246999,9.04970052593515,2.15867147553759,0.0322960063382908,0.045050223878393,-4.98184746572959,"Not Sig"
"LOC101928370",-0.0698426388798348,7.08865664292395,-2.15845588945656,0.0323130271850575,0.0450695772102034,-4.98230078445845,"Not Sig"
"BRI3BP",0.188817138687758,8.51617820269819,2.15840895483916,0.0323167337717295,0.0450703581122183,-4.98239946948214,"Not Sig"
"EMC9",-0.131685618836828,8.28043874448741,-2.15826657862551,0.0323279799551946,0.0450816528963345,-4.98269881819464,"Not Sig"
"ACSL6",0.0967356902537793,6.98165858841322,2.15775978832876,0.0323680383744387,0.0451331204864764,-4.98376420293863,"Not Sig"
"WHAMM",-0.106274153002297,7.59899627302035,-2.15752282854067,0.032386783194102,0.0451548618406622,-4.98426226338043,"Not Sig"
"RGS10",0.231536200579182,8.45445012334032,2.15699851134585,0.0324282929155807,0.0452083355489451,-4.98536413000612,"Not Sig"
"RAB13",-0.145485749578995,9.93218066610617,-2.1567050921228,0.032451542713678,0.0452363451375193,-4.98598064782454,"Not Sig"
"RYR2",0.102186150937736,6.88197105701227,2.15628166539066,0.0324851193747113,0.0452787431689364,-4.98687019109189,"Not Sig"
"NSMCE4A",0.157584658569238,10.4347937265066,2.15532288918704,0.0325612588689951,0.0453804525426307,-4.98888379657973,"Not Sig"
"SYT12",-0.132249931825537,7.20892111865396,-2.15343328609516,0.0327117698898453,0.0455857832391764,-4.99284982894218,"Not Sig"
"RINT1",0.0897560757334368,7.99382648641663,2.15323120124183,0.0327279019153771,0.045603827136292,-4.99327378412165,"Not Sig"
"LOC100128398",0.0628031576223309,7.13573004457866,2.15305585061406,0.0327419053709721,0.0456189018121044,-4.99364162288996,"Not Sig"
"LY6H",0.168589491313643,7.04577726609658,2.15271981431239,0.0327687556090242,0.0456518710814175,-4.99434645808059,"Not Sig"
"RAP2B",-0.0565649320380954,7.03288307425953,-2.15221703968744,0.032808964226774,0.0457034423867033,-4.99540083208043,"Not Sig"
"FLNC",0.476638180624417,7.65946650981793,2.15119399139061,0.0328909125393237,0.0458131421084055,-4.99754555811566,"Not Sig"
"PPP1R14B",0.161444040505701,9.96419052590206,2.15038695022714,0.0329556829219197,0.045898896002592,-4.99923676448057,"Not Sig"
"DUS2",-0.110457113468822,8.21746865428245,-2.14970699651115,0.0330103391791118,0.0459705481830257,-5.00066118494294,"Not Sig"
"TINAG",0.170300241915509,7.14433456578751,2.1492240209639,0.0330492094116088,0.0460202047834409,-5.00167270116673,"Not Sig"
"LY96",-0.422872968911436,9.93995475604189,-2.14910131084294,0.0330590915087182,0.0460294903936396,-5.00192966393038,"Not Sig"
"TP53TG3",0.169810169206425,6.90394044741014,2.1489870168927,0.0330682981295771,0.0460378337976218,-5.00216899021288,"Not Sig"
"PAX9",-0.0590384729534081,6.83229442116949,-2.14874148609452,0.0330880836455518,0.0460609021338555,-5.00268307970159,"Not Sig"
"FAM175B",0.0942298379314987,9.34033240032175,2.14844263824422,0.0331121793827509,0.0460899655295569,-5.00330872880999,"Not Sig"
"MTRF1",-0.116740752547036,7.63581278569678,-2.14704971803631,0.0332246888468722,0.0462420773835148,-5.00622377280905,"Not Sig"
"ALX3",0.0713124940622185,7.03454800934248,2.14446687807578,0.0334341845790945,0.0465291319205568,-5.01162429568067,"Not Sig"
"ERO1A",0.141274683915476,8.90989045306001,2.14296948581998,0.0335561603528437,0.0466943441886506,-5.0147524122673,"Not Sig"
"FHIT",0.192197472828688,7.80134983580651,2.14284359739537,0.033566432551544,0.0467041007806261,-5.01501530434039,"Not Sig"
"KNG1",-0.260856288322426,14.5765594213152,-2.14268600008375,0.0335792959457727,0.0467174604984266,-5.01534439329562,"Not Sig"
"MCOLN2",-0.158866194378473,7.16889158856481,-2.14240332495077,0.0336023790899558,0.0467450345479252,-5.01593460779573,"Not Sig"
"HNRNPD",0.177016631139459,11.7583524656345,2.14101562477378,0.0337158968821515,0.0468956825104485,-5.01883100180566,"Not Sig"
"RPUSD1",0.106917623398981,7.81779816712452,2.14099947712134,0.033717219750932,0.0468956825104485,-5.01886469456958,"Not Sig"
"TMEM170B",0.214776773733039,9.30163303820969,2.14088596251792,0.0337265205045389,0.0469040638107109,-5.01910154083096,"Not Sig"
"SMPDL3B",0.0851183404731684,6.77798728490215,2.14071415295833,0.0337406018325525,0.046919091266762,-5.01945999590112,"Not Sig"
"YBX3",-0.322228616653867,9.95038859908925,-2.14062908667011,0.033747575652034,0.0469242331874655,-5.0196374639691,"Not Sig"
"NCF2",0.142449061556489,7.22300740583015,2.14038020075774,0.0337679867111561,0.0469480560729848,-5.02015665954729,"Not Sig"
"LMAN2L",0.130219752927179,9.01788206707405,2.1401173009332,0.0337895586136476,0.0469734881125181,-5.02070502718431,"Not Sig"
"MMP23A",-0.0617014764673476,6.81984434788632,-2.13946703358772,0.0338429665329944,0.0470431686385946,-5.02206110856044,"Not Sig"
"LTK",-0.104010630826337,7.10823671966213,-2.13929061851387,0.0338574684525449,0.0470587598879962,-5.02242894103837,"Not Sig"
"KCTD13",-0.107532747889384,7.77965876141669,-2.13845449647469,0.0339262734667556,0.0471498170836736,-5.02417189834352,"Not Sig"
"LUZP1",0.117775838610914,8.61367986181065,2.13836717504667,0.0339334661537753,0.0471552377724385,-5.02435388902174,"Not Sig"
"HSPA12B",0.145214793166399,7.33262308483874,2.13809746121513,0.0339556908536036,0.0471815444408385,-5.02491596782489,"Not Sig"
"EHMT1",-0.0746504972850381,6.8913514014334,-2.13799288097704,0.0339643117512612,0.0471858051660285,-5.0251338931124,"Not Sig"
"DMD",-0.252073998660778,7.513122743151,-2.13798033560183,0.033965346035171,0.0471858051660285,-5.0251600346058,"Not Sig"
"SV2A",0.0729481761742576,6.79109567667089,2.13736765765216,0.034015890385785,0.0472514400150906,-5.02643652886425,"Not Sig"
"MTOR",0.162589913193219,9.61867037060982,2.13729557392779,0.0340218413703051,0.0472551235402327,-5.02658669014809,"Not Sig"
"CSAG3",0.135806851258041,7.05721892012053,2.13694494260234,0.034050801095985,0.0472907615725582,-5.02731703976564,"Not Sig"
"HK2",0.209580412027523,7.35292024855007,2.136787177453,0.034063838341204,0.0473042812256219,-5.02764562062061,"Not Sig"
"PCCB",-0.179907785164055,12.0784816383994,-2.13674383549279,0.0340674207462968,0.0473046696412224,-5.02773588582753,"Not Sig"
"MAF",-0.195277721259842,9.17713205678429,-2.13579771963037,0.0341457024162534,0.0474087723640944,-5.02970586185734,"Not Sig"
"NLRP9",0.125723171258771,6.79968157474739,2.13386005182193,0.0343065094116294,0.0476274240867276,-5.03373784118743,"Not Sig"
"BCO1",-0.105361299525591,6.96864419089941,-2.13368490738779,0.0343210767674655,0.0476430299031216,-5.03410211820103,"Not Sig"
"ZNF561",0.080525580108838,7.14644705540991,2.13350653141745,0.0343359183822849,0.0476590133723681,-5.0344730872755,"Not Sig"
"TMEM200A",0.112340473617366,7.01571549732402,2.13309663828868,0.034370044145184,0.0477017579739796,-5.03532543203829,"Not Sig"
"NQO2",-0.267899012673428,9.65056791167172,-2.13256860958797,0.0344140484087473,0.0477544375549599,-5.03642320308071,"Not Sig"
"ZMYM2",0.110825725623018,8.21604341579928,2.13256116667536,0.034414669024806,0.0477544375549599,-5.03643867504771,"Not Sig"
"RNASEK",0.142469721956038,10.6941177357025,2.13239291711538,0.0344287008353376,0.0477692804479842,-5.03678841045827,"Not Sig"
"ZNF215",0.0874349313386817,6.63953386710221,2.13235042676951,0.0344322452588979,0.0477695707907007,-5.03687672975723,"Not Sig"
"PPP1R18",-0.198401178464627,8.77179826948094,-2.13205773277383,0.0344566695052429,0.0477988258909049,-5.03748507040375,"Not Sig"
"ARHGEF1",-0.0977225595379281,7.55257021168036,-2.13162209532146,0.0344930495165884,0.0478444740155461,-5.03839036094031,"Not Sig"
"CEP120",0.0682545997373696,6.77582986139545,2.13158371076129,0.0344962565913946,0.0478444740155461,-5.03847011882203,"Not Sig"
"NCOA1",-0.126902820990097,9.42932772125308,-2.13051629805043,0.0345855431783256,0.0479636652733499,-5.04068751203845,"Not Sig"
"FLNB",0.172676296488298,10.6244272878985,2.13009598539976,0.0346207559692188,0.0480078504934767,-5.04156036122013,"Not Sig"
"AP1AR",0.104001646741364,7.07598739055165,2.12992511549361,0.0346350798732514,0.048023063797152,-5.04191515439034,"Not Sig"
"CWF19L2",0.101280097116605,8.24831786744952,2.12947934651183,0.0346724724176859,0.048070256745573,-5.04284061933095,"Not Sig"
"EPHB4",0.209613025608368,8.97215941560367,2.12918864146132,0.0346968764347168,0.0480994348794472,-5.04344405582856,"Not Sig"
"PTPRH",-0.206479295778873,8.03289232037433,-2.12904457229869,0.0347089761923234,0.048111551921286,-5.04374308119564,"Not Sig"
"RPP25L",0.142883941631855,9.63955255064807,2.12890185802941,0.034720965742898,0.0481235138702853,-5.0440392754939,"Not Sig"
"NXF4",-0.0622053049953886,6.94494165230786,-2.12787496690731,0.034807341035083,0.0482385627136423,-5.04616996754103,"Not Sig"
"METTL1",0.120311726561678,9.38775791342113,2.1273157189961,0.0348544590937586,0.0482991890092786,-5.04732993911278,"Not Sig"
"UPK1B",-0.0993316698923037,7.12169988637182,-2.127159635929,0.0348676192937082,0.0483127513924526,-5.047653629352,"Not Sig"
"F2RL3",0.162598208362339,6.96152660516999,2.12657294175878,0.0349171249192031,0.0483766666877293,-5.04887013395364,"Not Sig"
"CNTNAP2",-0.449680997774568,8.93902038949533,-2.12648397186455,0.0349246375402415,0.0483823951531946,-5.04905458439815,"Not Sig"
"ZIK1",-0.0975796525364006,7.2036523035855,-2.12512451159957,0.0350396037223731,0.0485369675160106,-5.05187207849897,"Not Sig"
"ATXN2",-0.125616377849784,10.7919407226585,-2.12461547560386,0.0350827354370827,0.0485920142795992,-5.05292662112501,"Not Sig"
"C15orf40",0.0670895305356316,7.39156558419462,2.12351612141129,0.0351760421281271,0.0487165394895731,-5.05520327775399,"Not Sig"
"THAP7",-0.0978379312028892,7.86145917078101,-2.12189727135448,0.0353138295833426,0.0489026376411308,-5.05855372787455,"Not Sig"
"GRXCR2",-0.0577005011627794,6.8516245621578,-2.12134203168,0.0353611953865674,0.048963495893446,-5.05970232108355,"Not Sig"
"CD36",0.309066885178325,9.06511818143439,2.12120304312277,0.0353730606328409,0.0489751906664263,-5.05998979435346,"Not Sig"
"PRKCH",-0.179419854508675,8.44683782673639,-2.12104882520144,0.0353862299988469,0.0489886886017286,-5.06030874598368,"Not Sig"
"GALK1",0.281375831746663,12.3433729187321,2.12083643680806,0.0354043737143117,0.0490090697506607,-5.06074796910819,"Not Sig"
"OXR1",0.187010808605239,10.5131445956403,2.12034777428776,0.0354461491304512,0.0490621563582773,-5.06175837397803,"Not Sig"
"CTAGE6",0.158449140555122,7.4553538305026,2.1202650010488,0.0354532295577784,0.0490672148957445,-5.06192950190885,"Not Sig"
"ZNF573",0.184489928887767,8.03369561524259,2.11997671122654,0.0354778993906491,0.0490966138137456,-5.06252547170231,"Not Sig"
"REPS1",-0.0574860309011642,7.01686990451717,-2.11851825976823,0.0356029301021671,0.0492648795143792,-5.06553929196173,"Not Sig"
"VPS39",0.0892250850121448,7.51009364040265,2.11782811239257,0.0356622274081336,0.0493421641389777,-5.06696476341987,"Not Sig"
"KIAA1147",0.204996187727584,10.2610804113652,2.11769341072863,0.0356738108530658,0.0493534234375023,-5.06724293291382,"Not Sig"
"REEP1",0.234156454702534,7.02495292585865,2.11663752065601,0.0357647225829022,0.0494744177665547,-5.06942284777991,"Not Sig"
"MRPS18A",0.113906371718128,9.2266964232788,2.11631211462451,0.0357927800754362,0.0495084489638312,-5.07009445001535,"Not Sig"
"APOL3",-0.277129473491277,9.48688731597563,-2.11608646686784,0.0358122472266745,0.0495305926059926,-5.07056010468954,"Not Sig"
"ZNF841",0.118948032200739,7.26408182475171,2.1158233961393,0.0358349544455287,0.0495572127569091,-5.07110292731502,"Not Sig"
"OR4K15",0.173987738364123,7.02650669451031,2.11504136332334,0.0359025295743401,0.0496458709300321,-5.07271620350383,"Not Sig"
"TPI1P2",-0.141116793086214,9.91180938826452,-2.114994112368,0.0359066160195946,0.0496467285692299,-5.07281366064072,"Not Sig"
"MAPK13",0.306384035983302,7.92439147226849,2.11483231814946,0.035920611640249,0.049661285764796,-5.07314735257544,"Not Sig"
"PIGK",0.158539464294622,8.89279035178239,2.11406065728187,0.0359874269028146,0.049748857786798,-5.07473852899309,"Not Sig"
"LNP1",-0.0545138755830559,6.95789297050239,-2.11377400822854,0.0360122740057231,0.0497784019092812,-5.07532946347934,"Not Sig"
"TTC39C",-0.27215670536448,11.5542507422979,-2.11348464398744,0.0360373714314306,0.0498082863082486,-5.07592591835675,"Not Sig"
"SLC4A11",0.108496270763069,6.85046442250131,2.11206152045534,0.0361610222653539,0.049974365293966,-5.07885821919619,"Not Sig"
"BLNK",-0.0590794391051954,6.96566093611274,-2.11179423918113,0.0361842861727162,0.0500016913508745,-5.07940873492183,"Not Sig"
"ABL2",0.0554532675253876,6.8570694963926,2.11099673811449,0.0362537764235541,0.0500928844023312,-5.08105094483001,"Not Sig"
"CAMLG",0.140854860465929,11.8158939830374,2.11074721292398,0.0362755423583364,0.0501181241630609,-5.08156464498176,"Not Sig"
"SNORD38B",-0.0648349305119655,6.82124205714358,-2.11045669029917,0.0363008986331963,0.0501483189740808,-5.08216267445101,"Not Sig"
"CARD9",-0.115087962926315,7.20120304071118,-2.10940754620128,0.0363925929204934,0.0502691788737865,-5.08432164677065,"Not Sig"
"OSGEP",-0.091035619187803,8.54541289617951,-2.10937540771165,0.0363954049375945,0.0502691788737865,-5.08438776662324,"Not Sig"
"PRR21",-0.0652845962792652,7.32470779620563,-2.10817813793677,0.0365002954914614,0.0504091922017357,-5.08685027899229,"Not Sig"
"FAM129B",-0.2298052964712,9.41525645606568,-2.10778416958444,0.0365348670983629,0.0504520730283312,-5.08766029266459,"Not Sig"
"FNDC1",0.194554260245537,6.69360861198319,2.10753412868546,0.0365568233476897,0.0504775263481114,-5.08817431164652,"Not Sig"
"CEP295",0.152886152924953,8.58145640421984,2.10737908948009,0.0365704431346832,0.0504914649140223,-5.08849300284168,"Not Sig"
"CCND2",0.252936952646829,8.46990617952943,2.10624365452778,0.0366703211250314,0.0506244828408507,-5.09082627118245,"Not Sig"
"TNRC6B",0.185424084453336,9.63021390167824,2.10536537651951,0.0367477391651282,0.0507264714786171,-5.09263027552553,"Not Sig"
"TNFRSF10D",-0.110579786794468,7.16270774063325,-2.10457504891805,0.0368175246270723,0.0508179054865141,-5.09425301768507,"Not Sig"
"TMEM216",0.130530236084166,8.2493813267728,2.10431102375001,0.0368408632582979,0.0508452191605898,-5.09479499927977,"Not Sig"
"MIR604",-0.0592912498032039,6.97523490647391,-2.10399749926837,0.0368685939160076,0.0508785885594929,-5.09543850757371,"Not Sig"
"RPS6KA3",0.223670895088768,9.35616017992421,2.10352614039837,0.0369103184850467,0.050928214028478,-5.09640579947082,"Not Sig"
"ZBTB25",0.0893719050416326,7.33871939821483,2.10351092707529,0.0369116658402311,0.050928214028478,-5.09643701583517,"Not Sig"
"NKX3-1",-0.112490613855062,7.25177479225596,-2.10323736927655,0.0369359004700752,0.0509567426731735,-5.09699829517947,"Not Sig"
"CTNNBL1",0.198064805124051,9.62790866993705,2.1011342909694,0.0371226702659549,0.0512094776287462,-5.10131102876829,"Not Sig"
"MKS1",0.0675419290627612,7.1136064178653,2.10088048026633,0.0371452654102594,0.0512357122949871,-5.10183123570992,"Not Sig"
"SNORA1",0.0583119650133614,6.78365210763801,2.10073875407072,0.037157887526768,0.0512481871011938,-5.10212168984457,"Not Sig"
"NUDCD3",-0.125430563571099,8.95278369670999,-2.10063872416668,0.0371667983946397,0.0512555414410192,-5.10232668027284,"Not Sig"
"PHYH",0.339566740795014,10.2091869209457,2.10003431054769,0.037220679855461,0.0513249058986973,-5.10356510294983,"Not Sig"
"TTI1",0.0911626865235267,7.91802181831019,2.09931629560131,0.0372847756769357,0.0514083405872882,-5.10503585150401,"Not Sig"
"LTB",-0.316107391980637,8.62977155854122,-2.09826162588813,0.0373790959018728,0.0515334286844281,-5.10719532300592,"Not Sig"
"ACSS2",-0.262311824816267,11.3834315005628,-2.09693829264904,0.0374977327694079,0.0516920140958835,-5.10990343585036,"Not Sig"
"UCK1",-0.0769880035073021,7.33643325414783,-2.09637435817829,0.0375483876723412,0.0517568623453895,-5.11105699744145,"Not Sig"
"SMC6",0.138909653496422,7.02477163653852,2.09622432515013,0.037561874143438,0.0517704699149791,-5.11136384937315,"Not Sig"
"SAPCD1",0.0925423159208876,6.82143118783741,2.09569095172917,0.0376098527657607,0.0518296199508176,-5.11245455157175,"Not Sig"
"FAM208A",0.0759249769620833,7.44572222848011,2.09566678936182,0.0376120274920616,0.0518296199508176,-5.11250395527397,"Not Sig"
"PHF3",0.122689588816153,10.4103483823621,2.09562633578892,0.0376156687448878,0.0518296511239084,-5.11258666765924,"Not Sig"
"CDH5",-0.204527923855951,8.74827362050364,-2.09483222680872,0.0376872083206501,0.0519232286241508,-5.11421001596763,"Not Sig"
"MIR328",-0.0591650015463401,6.89387957267287,-2.09364189636387,0.0377946613689045,0.0520662628437838,-5.11664224217435,"Not Sig"
"CPT1B",-0.168784044984808,7.25247321480803,-2.0922745717101,0.0379184163788472,0.0522317251196604,-5.11943450537474,"Not Sig"
"CDKN2AIPNL",-0.320085067883214,12.3951571799671,-2.09162299186915,0.0379775123720297,0.0523080978656199,-5.12076451117959,"Not Sig"
"CDYL2",-0.119270575230122,7.45024271153012,-2.09129021618527,0.0380077244295201,0.0523446766350015,-5.12144362177901,"Not Sig"
"CEP290",0.095560048692362,7.12175864011862,2.09107913339397,0.0380268989134561,0.0523660487585263,-5.12187433496169,"Not Sig"
"LINC00938",0.153933693504781,8.65833477566994,2.08973510653297,0.0381491833322109,0.0525293936615321,-5.12461584606513,"Not Sig"
"PRF1",-0.182966300234299,7.45600022346515,-2.08949046841638,0.0381714776452936,0.0525550393457214,-5.12511467259163,"Not Sig"
"SNORD62B",-0.0909441005499563,6.80495934872116,-2.08936448888671,0.0381829627464895,0.0525651865691347,-5.1253715280771,"Not Sig"
"LMCD1",0.19174075405512,8.35387701443227,2.08932912050457,0.0381861876877642,0.0525651865691347,-5.12544363685617,"Not Sig"
"RPL23AP53",0.104695907252322,7.60839385793365,2.08894474455571,0.0382212507252796,0.0526083965152969,-5.12622722480554,"Not Sig"
"HSD17B10",-0.17268899723555,9.58910305338642,-2.08854692821575,0.0382575688844743,0.0526533255628256,-5.12703806821492,"Not Sig"
"MRPL16",0.103615857322149,10.1103755380975,2.0879577111352,0.0383114151319516,0.0527223673073542,-5.12823876210263,"Not Sig"
"APCDD1",-0.217848898090557,7.16135730108122,-2.0869706578556,0.0384017637359143,0.0528412857488975,-5.13024943751131,"Not Sig"
"CACNB2",-0.099366632758608,6.93241251573765,-2.08693307616361,0.0384052073340797,0.0528412857488975,-5.1303259754072,"Not Sig"
"C1S",0.293495733628463,8.44181080325679,2.08686248937224,0.0384116758945673,0.0528451093879442,-5.13046972709335,"Not Sig"
"FPGS",0.0569040647794505,6.98868281254569,2.08650326706129,0.0384446094396774,0.0528853381679311,-5.13120122040023,"Not Sig"
"OTULIN",-0.114265978577958,8.70704278216185,-2.08610638416267,0.0384810238658146,0.0529303471458814,-5.13200926391226,"Not Sig"
"UGT1A7",0.272909239424186,7.98083956173565,2.08562840216442,0.038524918478252,0.0529856354296143,-5.1329822294528,"Not Sig"
"ZNF630",0.0947911947396944,6.66652386339107,2.08533187386496,0.0385521711928188,0.0530180266917661,-5.13358572701726,"Not Sig"
"CPLX2",0.171068499663336,7.16742220162016,2.0848973672485,0.0385921347933088,0.053067890422865,-5.13446989239967,"Not Sig"
"BRPF1",0.123502279860121,9.69731844311367,2.08461908489801,0.0386177483745982,0.0530980138206172,-5.13503606950589,"Not Sig"
"TFAM",-0.177453845316135,9.33123219044416,-2.08448227836928,0.0386303456235798,0.0531006827532281,-5.13531438181846,"Not Sig"
"ZNF266",-0.193810668305781,8.46401228103678,-2.08447945020705,0.0386306060800702,0.0531006827532281,-5.13532013510635,"Not Sig"
"ABHD8",-0.135292543426424,9.06586491236788,-2.08442369418426,0.0386357411771141,0.0531006827532281,-5.13543355723185,"Not Sig"
